name,smiles,predicted_activity,MolWt,MolLogP,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,RingCount
Indole Naphthyridinone,CN(Cc1cn(C)c2ccccc12)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2,active,374.4440000000002,3.1298000000000012,4,4,1,67.23,4
"(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester",CCOC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CSCCN1S(=O)(=O)c1ccc(C)cc1,active,476.62000000000023,2.3917200000000003,8,6,1,92.78,3
CRA_10991,NC(=[NH2+])c1cc2cc(-c3cccc(OC4CCCC4)c3[O-])[nH]c2cc1Cl,active,369.852,2.3476999999999997,4,2,3,99.69,4
Piclamilast,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,active,381.25900000000024,4.9707000000000034,5,4,1,60.45,3
"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",O=C(C1CCN(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,active,499.03600000000023,3.6377000000000024,4,5,0,73.82000000000001,5
[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,active,444.5070000000002,3.7544000000000013,11,5,3,113.18,3
"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(N[C@H]3CC[C@H](N)CC3)nc12,active,471.6310000000003,3.5284000000000013,7,8,3,117.64999999999999,4
Balanol Analog 2,O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(C(=O)c2ccccc2O)cc1)c1ccc(O)cc1,active,474.5130000000002,3.036200000000001,6,7,4,124.96000000000001,4
Gpi-1046,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,active,360.454,2.553700000000001,8,5,0,76.57000000000001,2
Inhibitor of P38 Kinase,c1ccc2c(CCc3ccncc3)c[nH]c2c1,active,222.29100000000003,3.3481000000000014,3,1,1,28.68,3
Rolipram,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,active,275.348,2.6201000000000008,4,3,1,47.56,3
"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",CC(C)S(=O)(=O)NCCCn1c2c(c3ccccc31)C(=O)CN1CCCC[C@@H]21,active,403.5480000000003,3.0825000000000014,6,5,1,71.41,4
N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid,CC(C)C[C@H](NC(=O)c1ccco1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)P(=O)(O)O,active,447.4280000000001,2.7681000000000013,9,4,5,144.66,3
Bis-Benzamidine,N=C(N)c1ccc(C[C@@H]2CCCC[C@@H](Cc3ccc(C(=N)N)cc3)C2=O)cc1,active,376.504,3.415440000000002,6,3,4,116.81,3
"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",Cc1nc(C)c(-c2ccnc(N)n2)s1,active,206.27399999999997,1.79914,1,5,1,64.69,2
Glycochenodeoxycholic Acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,active,449.63200000000035,3.594100000000001,6,4,4,106.86000000000001,4
[1-(3-hydroxy-2-oxo-1-phenethyl-propylcarbamoyl)2-phenyl-ethyl]-carbamic acid pyridin-4-ylmethyl ester,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1cccnc1,active,475.5450000000002,2.5981000000000014,12,6,3,117.62000000000002,3
Zenarestat,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,active,441.64000000000016,2.8511000000000015,4,5,1,81.29999999999998,3
K-252a,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,active,467.4810000000003,3.655100000000002,1,7,2,94.72,8
"2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid",O=C(O)[C@@H](Cc1ccc2c(c1)OCO2)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O,active,386.35600000000017,2.3308,7,6,2,111.52000000000002,4
1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,CCOc1ccccc1Sc1ccc(-c2ccnc(N3CCN(C(C)=O)CC3)c2)cc1[N+](=O)[O-],active,478.57400000000035,4.875200000000006,7,7,0,88.81,4
"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",O=C1CN2CCCC[C@H]2c2[nH]c3ccccc3c21,active,240.306,2.8912000000000004,0,2,1,36.1,4
"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,active,366.40600000000006,2.1822999999999997,4,7,2,115.27,4
3-(cyclohexylamino)propanesulfonic acid,O=S(=O)(O)CCCNC1CCCCC1,active,221.32199999999995,1.1865999999999997,5,3,2,66.4,1
"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1,active,339.39900000000006,2.4478,5,7,2,99.52,3
4-(2-Thienyl)Butyric Acid,O=C(O)CCCc1cccs1,active,170.233,2.1554,4,2,1,37.3,1
"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",O=C(O)[C@@H](Cc1ccccc1)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O,active,342.34700000000015,2.6021,7,4,2,93.06000000000002,3
Fluoresceinylthioureido,CCNC(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1,active,434.4730000000002,4.274900000000002,4,5,4,111.8,4
"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",CC(C)C1=NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,active,384.4830000000001,4.377370000000003,4,3,3,91.33,4
4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2Cl)cc1,active,452.0020000000002,4.609100000000004,7,6,2,76.3,4
CRA_10655,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3[O-])nc2c1,active,336.39500000000004,1.0892999999999993,4,3,3,112.58000000000001,4
"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",N[C@H]1N[C@@H](N)[C@@H]2C[C@@H](CN3CC[C@H]4CCCC[C@@H]43)CC[C@@H]2N1,active,307.486,0.7557000000000007,2,5,4,79.33999999999999,4
"4,7-Dimethyl-[1,10]Phenanthroline",Cc1ccnc2c1ccc1c(C)ccnc12,active,208.26399999999998,3.399840000000002,0,2,0,25.78,3
Balanol Analog 1,O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(O)cc1)c1ccc(O)cc1,active,370.4050000000001,1.8051999999999997,4,6,4,107.89000000000001,3
FR117016,NC(N)=Nc1nc(-c2ccc(CNc3nc4ccccc4[nH]3)s2)cs1,active,369.47900000000004,3.264900000000001,5,6,4,118.0,4
"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,active,442.60400000000027,2.3100000000000005,6,4,3,90.54,3
Cholic Acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,active,408.5790000000002,3.4487000000000023,4,4,4,97.99000000000001,4
Filaminast,COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1,active,292.3350000000001,2.8359000000000014,5,5,1,83.14,2
RB106,O=C(NCC(=O)N1[C@@H](c2ccccc2)CC[C@H]1C(=O)O)[C@@H](S)Cc1ccccc1,active,412.5110000000001,2.4605999999999995,7,4,3,86.71000000000001,3
"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",CC(C)[C@@H]1NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,active,386.49900000000014,4.218970000000002,4,3,4,90.99999999999999,4
N-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide,CCN(CC)c1ccc2cc(C(=O)N/C=C\N3C(=O)CCC3=O)c(=O)oc2c1,active,383.4040000000002,1.9891999999999999,6,6,1,99.92999999999999,3
9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide,CN(C)CCCNC(=O)c1cccc2c(N)c3ccccc3nc12,active,322.41200000000003,2.651700000000001,5,4,2,71.25,3
"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",Cc1nc(C)c(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)s1,active,350.36899999999997,4.979340000000002,3,5,1,50.7,3
K201 free base,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,active,424.6100000000002,4.474300000000004,6,4,0,32.78,4
Benzimidazole,c1ccc2[nH]cnc2c1,active,118.13899999999998,1.5629,0,1,1,28.68,2
"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",CS(=O)(=O)c1ccc(Nc2cc(Cl)nc3ccnn23)cc1,active,322.77700000000004,2.5298000000000007,3,6,1,76.36,3
CRA_1801,N=C(N)c1ccc2nc(-c3ncccc3O)[nH]c2c1,active,253.26500000000001,1.61457,2,4,4,111.67000000000002,3
"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",Nc1nccc(-c2cc(Cl)sc2Cl)n1,active,246.12199999999999,3.094100000000001,1,4,1,51.8,2
4-Piperidino-Piperidine,C1CCN(C2CCNCC2)CC1,active,168.28399999999996,1.2242999999999997,1,2,1,15.27,2
(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone,Cc1c(C(=O)c2nccn2C)oc2cccc(OCCCNCc3cccnc3)c12,active,404.47000000000014,3.6594200000000017,9,7,1,82.18,4
6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide,N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1,active,411.46900000000005,3.368470000000001,6,6,5,142.8,4
"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide",Cc1ccc(NNC(=O)[C@@H](O)[C@H](N)CC2CCCCC2)cc1,active,305.4220000000001,2.0967199999999986,6,4,4,87.38,2
PAS219,O=Cc1ccccc1O[P@@](=O)(O)OCC1CCCCC1,active,298.2750000000001,3.5752000000000015,6,4,1,72.83000000000001,2
CRA_10433,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3[O-])cc2c1,active,335.40700000000004,1.694299999999999,4,2,3,99.69000000000001,4
"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",Nc1nc2[nH]n(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc-2c(=O)n1,active,499.5560000000002,2.6111000000000004,7,9,4,151.81,5
RWJ-51084,NC(N)=NCCC[C@H](NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1,active,387.509,2.2076000000000002,8,5,3,123.46,3
5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,O=C(NC[C@@H](O)N(CCO)C1CCCC1)c1cc2cc(Cl)ccc2[nH]1,active,365.86099999999993,2.1063999999999994,7,4,4,88.59,3
N-cyclohexyltaurine,O=S(=O)(O)CCNC1CCCCC1,active,207.29499999999993,0.7964999999999998,4,3,2,66.4,1
BIA,O=C(CCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cc(O)c(O)c([N+](=O)[O-])c1,active,439.3900000000002,3.419800000000003,6,7,2,107.15,3
"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",CC1=C(CCOP(=O)(O)OP(=O)(O)O)S[C@@]2([C@H](C)O)Nc3nc(C)ncc3CN12,active,468.3650000000002,1.6418199999999996,7,10,5,174.57,3
ZK-806711,[H]/N=C(/C)N1CCC(Oc2ccc3nc(C)n(Cc4ccc5ccc(C(N)=[NH2+])cc5c4)c3c2)CC1,active,455.58600000000024,2.8509900000000004,5,4,3,105.75000000000001,5
CP-320626,O=C(N[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,active,443.9060000000001,3.2848000000000015,5,3,3,85.43,4
Methyl (2S)-2-[[2-[(3R)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate,[H]/N=C(\N)N1CCC[C@H](CC(=O)N[C@@H](Cc2ccc(C#Cc3ccccc3)cc2)C(=O)OC)C1,active,446.5510000000002,2.2822700000000005,6,4,3,108.51,3
"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole",c1ccc2c(c1)Cc1c-2n[nH]c1-c1ccncc1,active,233.274,3.0429000000000004,1,2,1,41.57,4
"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",O=C1c2cc3sc(-c4cccc([N+](=O)[O-])c4)cc3n2C(=S)N1CCCN1CCOCC1,active,456.5490000000004,3.589100000000003,6,8,0,80.84999999999998,5
Biotinyl P-Nitroaniline,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)Nc1ccc([N+](=O)[O-])cc1,active,364.42700000000013,2.2591,7,5,3,113.37,3
CRA_11092,C[C@H]1CCCC[C@@H]1Oc1cccc(-c2nc3cc(C(=N)N)c(F)cc3[nH]2)c1O,active,382.4390000000001,4.316170000000003,4,4,4,108.01,4
Oxyphenbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,active,324.38000000000005,3.493400000000002,5,3,1,60.85,3
(S)-Rolipram,COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,active,275.348,2.6201000000000008,4,3,1,47.56,3
Deoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,active,392.58000000000015,4.477900000000005,4,3,3,77.76,4
"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,active,272.307,4.155600000000002,1,3,1,46.010000000000005,4
N-Cyclohexyl-N'-Decylurea,CCCCCCCCCCNC(=O)NC1CCCCC1,active,282.47200000000004,4.759000000000004,10,1,2,41.13,1
N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,NCCNS(=O)(=O)c1ccc(Cl)c2ccncc12,active,285.75600000000003,1.1252,4,4,2,85.08,2
"Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",O=C(N[C@@H](Cc1ccccc1)C(=O)N1CC(C(=O)O)C1)c1cc2cc(Cl)ccc2[nH]1,active,425.8720000000001,2.7054,6,3,3,102.5,4
N-(1-adamantyl)-N'-(4-guanidinobenzyl)urea,NC(N)=Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,active,341.4590000000001,2.3594999999999997,4,2,4,105.53,5
Mevinolinic acid,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,active,422.56200000000024,3.715600000000002,10,5,3,104.06000000000002,2
Cilomilast,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,active,343.4230000000002,4.052780000000003,5,4,1,79.55,3
Carbazole Butanoic Acid,O=C(O)CCCn1c2ccccc2c2ccccc21,active,253.30100000000004,3.6593000000000027,4,2,1,42.23,3
N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,Cc1ccc(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,active,382.42700000000013,4.237920000000003,5,6,2,92.69,4
Batimastat,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,active,477.65200000000016,3.0976,12,6,4,107.53000000000002,2
Tmr,CN(C)C1=CCC2=C(c3ccc(N4C(=O)C=CC4=O)cc3C(=O)O)c3ccc(N(C)C)cc3OC2=C1,active,483.5240000000002,3.8076000000000025,5,6,1,90.39,5
4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,Cc1ccc(Nc2nccc(-c3ccnc(N4CCN(CCN)CC4)c3)n2)cc1Cl,active,423.9520000000002,3.324720000000001,6,7,2,83.2,4
4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,active,272.31100000000004,3.6869000000000014,2,3,1,54.46,4
"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)S[C@@H]4C)ccc32)cc1OC,active,425.5100000000001,3.8458000000000023,4,6,1,80.23,4
Cp-Coeleneterazine,O=C1N2C=C(c3ccc(O)cc3)N[C@@H](CC3CCCC3)C2=N[C@@]1(Cc1ccc(O)cc1)OO,active,449.50700000000023,3.617600000000002,6,7,4,114.62000000000002,5
"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",O=C(O)C1=CN=C(C(=O)O)CS[C@H]1c1cn2c3c(sc2n1)CCC3,active,363.4200000000002,2.1665,3,7,2,104.25999999999999,4
4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2CC2CC2)n1,active,309.34800000000007,3.1384000000000016,4,5,1,69.62,4
Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,O=C[C@H](CSCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,active,455.58000000000027,2.2565999999999997,10,5,2,87.74000000000001,3
"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",CN1CCN(c2ccc3nc(-c4ccc5[nH]c(-c6ccc(N(C)C)cc6)nc5c4)[nH]c3c2)CC1,active,451.5780000000002,4.591000000000003,4,5,2,67.08,6
5-phenylpentanoic acid,O=C(O)CCCCc1ccccc1,active,178.23100000000002,2.484000000000001,5,1,1,37.3,1
"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",CCC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2,active,298.8170000000001,4.856500000000003,1,2,1,38.91,4
(R)-Rolipram,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,active,275.348,2.6201000000000008,4,3,1,47.56,3
Matairesinol,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,active,358.3900000000001,2.6894000000000013,6,6,2,85.22000000000001,3
N-Cyclohexyl-N'-(Propyl)Phenyl Urea,O=C(NCCCc1ccccc1)NC1CCCCC1,active,260.38100000000003,3.251100000000002,5,1,2,41.13,2
"(1S)-1-C-{(2R)-6-[(2R)-2-Butanyl]-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl}-5-deoxy-1-O-methyl-D-xylulose",CC[C@@H](C)c1ccc2cc3c(c(O)c2c1O)C(=O)C[C@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)C3,active,430.4970000000001,2.835400000000001,7,7,4,124.29000000000002,3
"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",CCCCn1c(Cc2ccc3c(c2)OCO3)nc2c(N)nc(F)nc21,active,343.362,2.6672000000000002,5,7,1,88.08,4
4-Phenylbutylamine,NCCCCc1ccccc1,active,149.237,1.9680000000000002,4,1,1,26.02,1
SB220025,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,active,338.39000000000016,2.6529000000000007,3,6,2,81.64999999999999,4
4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol,CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,active,313.386,3.399420000000001,4,7,3,82.96000000000001,3
Naphthyridine Inhibitor,Cc1cccc(C2=C(c3ccc4ncccc4n3)CNN2)n1,active,289.342,2.3093199999999996,2,5,2,62.730000000000004,4
"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline",N[C@@H](CSCC(=O)Nc1cc2cccnc2c2ncccc12)C(=O)O,active,356.4070000000001,1.8665999999999994,6,6,3,118.2,3
"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",Cc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,active,298.371,3.6661400000000013,3,6,2,70.93,3
Indole,c1ccc2[nH]ccc2c1,active,117.15099999999997,2.1678999999999995,0,0,1,15.79,2
Niflumic acid,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,active,282.221,3.542200000000001,3,3,2,62.22,2
CRA_9678,N=C(N)c1ccc2[nH]c(-c3cc(CC(=O)[O-])cc(Br)c3O)cc2c1,active,387.213,1.8794699999999998,4,4,4,126.02,3
"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",FC(F)(CNc1nccc2oc(Cc3ccccc3-n3cncn3)nc12)[C@H]1CCCCN1,active,439.47000000000025,3.5836000000000015,7,8,2,93.69000000000001,5
TRIAZOLOPYRIMIDINE,Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]cnc3n2)c1,active,382.245,2.9800000000000013,4,4,2,70.59,4
"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",O=C1[C@@H]2[C@H]3CC[C@H](CC3)[C@@H]2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,active,350.37400000000014,3.673600000000002,2,4,0,80.52,6
"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,active,476.79200000000003,4.678900000000001,1,2,1,31.92,2
"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",CN1CCn2c1nc1c(Br)c(Br)c(Br)c(Br)c12,active,488.80300000000005,4.536100000000001,0,3,0,21.060000000000002,3
4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,active,479.5880000000002,4.281900000000003,7,7,2,86.28,5
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1,active,348.366,1.1266000000000003,6,6,2,109.76,3
[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,NCc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1,active,399.5380000000001,4.345300000000004,6,3,1,59.22,4
Inecalcitol,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,active,400.60300000000024,4.7618000000000045,3,3,3,60.69,3
Clioquinol,Oc1c(I)cc(Cl)c2cccnc12,active,305.502,3.1984000000000004,0,2,1,33.120000000000005,2
Thenalidine,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,active,286.44400000000013,3.848900000000003,4,3,0,6.48,3
Amineptine,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,active,337.46300000000014,4.499300000000004,8,2,2,49.33,3
Mepenzolate,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,active,340.4430000000001,2.7045000000000012,4,3,1,46.53,3
Nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,active,405.44100000000014,2.363600000000001,6,5,3,70.95,4
Merimepodib,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,active,452.46700000000027,4.009300000000002,7,7,3,123.95000000000002,4
